"HP_ACCT","SKU","PARTNO","DEAL_NAME","PRODUCT_NAME","BRMPACKAGEID","STATUS","QUANTITY","PURCHASE_START_DATE","PURCHASE_END_DATE","CYCLE_START_DATE","CYCLE_END_DATE","CREATED_DATE","MRC_PARTNER_PRICE","MRC_EU_PRICE","ONETIME_PARTNER_PRICE","ONETIME_EU_PRICE"
"1691808","VUSR000009","UN161R","1:::200219:ACCT:2:Service_Line","1:::151016:MRC:LINE_TAX:0","9731466398-6080683",3,1,30-DEC-2021 08:00:00,16-JUN-2024 07:00:00,06-JAN-2022 08:00:00,16-JUN-2024 07:00:00,30-DEC-2021 12:14:51,0,0,0,0
"1691808","VUSR000009","UN161R","1:::200219:ACCT:2:Service_Line","1:::151016:MRC:LINE_TAX:1","9731466398-6080683",3,1,30-DEC-2021 08:00:00,16-JUN-2024 07:00:00,06-JAN-2022 08:00:00,16-JUN-2024 07:00:00,30-DEC-2021 12:14:51,0,0,0,0
"1691808","VUSR000009","UN161R","1:::200219:ACCT:2:Service_Line","1:::200219:MRC:Service_Line:2","9731466398-6080684",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:52,14.8,19.99,0,0
"1691808","VUSR000009","UN161R","1:::200219:ACCT:2:Service_Line","1:::151016:MRC:Reg_Fee:1","9731466398-6080684",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:52,0,0,0,0
"1691808","VUSR000009","UN161R","1:::200219:ACCT:2:Service_Line","1:::151016:MRC:Reg_Fee2:1","9731466398-6080684",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:52,0,0,0,0
"1691808","VUSR000009","UN161R","1:::200219:ACCT:2:Service_Line","1:::151016:MRC:Reg_Fee3:1","9731466398-6080684",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:52,0,0,0,0
"1691808","VUSR000009","UN161R","1:::200219:ACCT:2:Service_Line","1:::151016:MRC:LINE_TAX:0","9731466398-6080684",3,1,30-DEC-2021 08:00:00,16-JUN-2024 07:00:00,06-JAN-2022 08:00:00,16-JUN-2024 07:00:00,30-DEC-2021 12:14:52,0,0,0,0
"1691808","VUSR000009","UN161R","1:::200219:ACCT:2:Service_Line","1:::151016:MRC:LINE_TAX:1","9731466398-6080684",3,1,30-DEC-2021 08:00:00,16-JUN-2024 07:00:00,06-JAN-2022 08:00:00,16-JUN-2024 07:00:00,30-DEC-2021 12:14:52,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::140421:MRC:Service_Line:28","9731466398-6080685",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:54,12.5,15.8,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:Reg_Fee:1","9731466398-6080685",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:54,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:Reg_Fee2:1","9731466398-6080685",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:54,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:Reg_Fee3:1","9731466398-6080685",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:54,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:LINE_TAX:0","9731466398-6080685",3,1,30-DEC-2021 08:00:00,16-JUN-2024 07:00:00,06-JAN-2022 08:00:00,16-JUN-2024 07:00:00,30-DEC-2021 12:14:54,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:LINE_TAX:1","9731466398-6080685",3,1,30-DEC-2021 08:00:00,16-JUN-2024 07:00:00,06-JAN-2022 08:00:00,16-JUN-2024 07:00:00,30-DEC-2021 12:14:54,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::140421:MRC:Service_Line:28","9731466398-6080686",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:55,12.5,15.8,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:Reg_Fee:1","9731466398-6080686",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:55,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:Reg_Fee2:1","9731466398-6080686",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:55,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:Reg_Fee3:1","9731466398-6080686",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:55,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:LINE_TAX:0","9731466398-6080686",3,1,30-DEC-2021 08:00:00,16-JUN-2024 07:00:00,06-JAN-2022 08:00:00,16-JUN-2024 07:00:00,30-DEC-2021 12:14:55,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:LINE_TAX:1","9731466398-6080686",3,1,30-DEC-2021 08:00:00,16-JUN-2024 07:00:00,06-JAN-2022 08:00:00,16-JUN-2024 07:00:00,30-DEC-2021 12:14:55,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::140421:MRC:Service_Line:28","9731466398-6080687",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:55,12.5,15.8,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:Reg_Fee:1","9731466398-6080687",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:55,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:Reg_Fee2:1","9731466398-6080687",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:55,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:Reg_Fee3:1","9731466398-6080687",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:55,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:LINE_TAX:0","9731466398-6080687",3,1,30-DEC-2021 08:00:00,16-JUN-2024 07:00:00,06-JAN-2022 08:00:00,16-JUN-2024 07:00:00,30-DEC-2021 12:14:55,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:LINE_TAX:1","9731466398-6080687",3,1,30-DEC-2021 08:00:00,16-JUN-2024 07:00:00,06-JAN-2022 08:00:00,16-JUN-2024 07:00:00,30-DEC-2021 12:14:55,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::140421:MRC:Service_Line:28","9731466398-6080688",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:56,12.5,15.8,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:Reg_Fee:1","9731466398-6080688",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:56,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:Reg_Fee2:1","9731466398-6080688",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:56,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:Reg_Fee3:1","9731466398-6080688",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:56,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:LINE_TAX:0","9731466398-6080688",3,1,30-DEC-2021 08:00:00,16-JUN-2024 07:00:00,06-JAN-2022 08:00:00,16-JUN-2024 07:00:00,30-DEC-2021 12:14:56,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:LINE_TAX:1","9731466398-6080688",3,1,30-DEC-2021 08:00:00,16-JUN-2024 07:00:00,06-JAN-2022 08:00:00,16-JUN-2024 07:00:00,30-DEC-2021 12:14:56,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::140421:MRC:Service_Line:28","9731466398-6080689",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:57,12.5,15.8,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:Reg_Fee:1","9731466398-6080689",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:57,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:Reg_Fee2:1","9731466398-6080689",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:57,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:Reg_Fee3:1","9731466398-6080689",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:57,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:LINE_TAX:0","9731466398-6080689",3,1,30-DEC-2021 08:00:00,16-JUN-2024 07:00:00,06-JAN-2022 08:00:00,16-JUN-2024 07:00:00,30-DEC-2021 12:14:57,0,0,0,0
"1691808","VUSR001021","UN255R1Y","1:::140421:ACCT:28:Service_Line","1:::151016:MRC:LINE_TAX:1","9731466398-6080689",3,1,30-DEC-2021 08:00:00,16-JUN-2024 07:00:00,06-JAN-2022 08:00:00,16-JUN-2024 07:00:00,30-DEC-2021 12:14:57,0,0,0,0
"1691808","VUSR000010","UN162R","1:::200219:ACCT:3:Service_Line","1:::200219:MRC:Service_Line:3","9731466398-6080691",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:20:54,17.3,27.99,0,0
"1691808","VUSG000001","UN270R","1:::040120:ACCT:1:Add_On_Nbr","1:::040120:MRC:Add_On_Nbr:1","9731466398-6080668",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:12:01,0,0,0,0
"1691808","VCBX000001","UN247R","1:::201224:ACCT:0:VOICE_MAIL","1:::201224:MRC:VOICE_MAIL:0","9731466398-6080669",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:12:02,0,0,0,0
"1691808","VUSR000019","UN235R","1:::200219:ACCT:21:Service_Line","1:::200219:MRC:Service_Line:21","9731466398-6080670",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:38,8.6,9.9,0,0
"1691808","VUSR000019","UN235R","1:::200219:ACCT:21:Service_Line","1:::200219:MRC:Service_Line:21","9731466398-6080671",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:39,8.6,9.9,0,0
"1691808","VUSR000019","UN235R","1:::200219:ACCT:21:Service_Line","1:::200219:MRC:Service_Line:21","9731466398-6080672",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:40,8.6,9.9,0,0
"1691808","VUSR000019","UN235R","1:::200219:ACCT:21:Service_Line","1:::200219:MRC:Service_Line:21","9731466398-6080673",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:41,8.6,9.9,0,0
"1691808","VUSR000019","UN235R","1:::200219:ACCT:21:Service_Line","1:::200219:MRC:Service_Line:21","9731466398-6080674",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:42,8.6,9.9,0,0
"1691808","VUSR001020","UN254R1Y","1:::140421:ACCT:34:Service_Line","1:::140421:MRC:Service_Line:34","9731466398-6080675",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:43,11,12.9,0,0
"1691808","VUSR001020","UN254R1Y","1:::140421:ACCT:34:Service_Line","1:::140421:MRC:Service_Line:34","9731466398-6080676",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:44,11,12.9,0,0
"1691808","VUSR001020","UN254R1Y","1:::140421:ACCT:34:Service_Line","1:::140421:MRC:Service_Line:34","9731466398-6080677",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:45,11,12.9,0,0
"1691808","VUSR001020","UN254R1Y","1:::140421:ACCT:34:Service_Line","1:::140421:MRC:Service_Line:34","9731466398-6080678",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:46,11,12.9,0,0
"1691808","VUSR001020","UN254R1Y","1:::140421:ACCT:34:Service_Line","1:::140421:MRC:Service_Line:34","9731466398-6080679",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:47,11,12.9,0,0
"1691808","VUSR000010","UN162R","1:::200219:ACCT:3:Service_Line","1:::151016:MRC:Reg_Fee:1","9731466398-6080691",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:20:54,0,0,0,0
"1691808","VUSR000010","UN162R","1:::200219:ACCT:3:Service_Line","1:::151016:MRC:Reg_Fee2:1","9731466398-6080691",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:20:54,0,0,0,0
"1691808","VUSR000010","UN162R","1:::200219:ACCT:3:Service_Line","1:::151016:MRC:Reg_Fee3:1","9731466398-6080691",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:20:54,0,0,0,0
"1691808","VUSR000010","UN162R","1:::200219:ACCT:3:Service_Line","1:::151016:MRC:LINE_TAX:0","9731466398-6080691",3,1,30-DEC-2021 08:00:00,16-JUN-2024 07:00:00,06-JAN-2022 08:00:00,16-JUN-2024 07:00:00,30-DEC-2021 12:20:54,0,0,0,0
"1691808","VUSR000010","UN162R","1:::200219:ACCT:3:Service_Line","1:::151016:MRC:LINE_TAX:1","9731466398-6080691",3,1,30-DEC-2021 08:00:00,16-JUN-2024 07:00:00,06-JAN-2022 08:00:00,16-JUN-2024 07:00:00,30-DEC-2021 12:20:54,0,0,0,0
"1691808","VOPT000004","UN016R","1:::151016:ACCT:0:Add_On_Nbr","1:::151016:MRC:Add_On_Nbr:0","9731466398-6080693",2,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,29-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:21:10,1.5,1.5,0,0
"1691808","VUSR000009","UN161R","1:::200219:ACCT:2:Service_Line","1:::200219:MRC:Service_Line:2","9731466398-6080680",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:48,14.8,19.99,0,0
"1691808","VUSR000009","UN161R","1:::200219:ACCT:2:Service_Line","1:::151016:MRC:Reg_Fee:1","9731466398-6080680",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:48,0,0,0,0
"1691808","VUSR000009","UN161R","1:::200219:ACCT:2:Service_Line","1:::151016:MRC:Reg_Fee2:1","9731466398-6080680",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:48,0,0,0,0
"1691808","VUSR000009","UN161R","1:::200219:ACCT:2:Service_Line","1:::151016:MRC:Reg_Fee3:1","9731466398-6080680",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:48,0,0,0,0
"1691808","VUSR000009","UN161R","1:::200219:ACCT:2:Service_Line","1:::151016:MRC:LINE_TAX:0","9731466398-6080680",3,1,30-DEC-2021 08:00:00,16-JUN-2024 07:00:00,06-JAN-2022 08:00:00,16-JUN-2024 07:00:00,30-DEC-2021 12:14:48,0,0,0,0
"1691808","VUSR000009","UN161R","1:::200219:ACCT:2:Service_Line","1:::151016:MRC:LINE_TAX:1","9731466398-6080680",3,1,30-DEC-2021 08:00:00,16-JUN-2024 07:00:00,06-JAN-2022 08:00:00,16-JUN-2024 07:00:00,30-DEC-2021 12:14:48,0,0,0,0
"1691808","VUSR000009","UN161R","1:::200219:ACCT:2:Service_Line","1:::200219:MRC:Service_Line:2","9731466398-6080681",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:49,14.8,19.99,0,0
"1691808","VUSR000009","UN161R","1:::200219:ACCT:2:Service_Line","1:::151016:MRC:Reg_Fee:1","9731466398-6080681",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:49,0,0,0,0
"1691808","VUSR000009","UN161R","1:::200219:ACCT:2:Service_Line","1:::151016:MRC:Reg_Fee2:1","9731466398-6080681",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:49,0,0,0,0
"1691808","VUSR000009","UN161R","1:::200219:ACCT:2:Service_Line","1:::151016:MRC:Reg_Fee3:1","9731466398-6080681",1,1,30-DEC-2021 08:00:00,01-JAN-1970 00:00:00,06-JAN-2022 08:00:00,01-JAN-1970 00:00:00,30-DEC-2021 12:14:49,0,0,0,0
"1691808","VUSR000009","UN161R","1:::200219:ACCT:2:Service_Line","1:::151016:MRC:LINE_TAX:0","9731466398-6080681",3,1,30-DEC-2021 08:00:00,16-JUN-2024 07:00:00,06-JAN-2022 08:00:00,16-JUN-2024 07:00:00,30-DEC-2021 12:14:49,0,0,0,0
"1691808","VUSR000009","UN161R","1:::200219:ACCT:2:Service_Line","1:::151016:MRC:LINE_TAX:1","9731466398-6080681",3,1,30-DEC-2021 08:00:00,16-JUN-2024 07:00:00,06-JAN-2022 08:00:00,16-JUN-2024 07:00:00,30-DEC-2021 12:14:49,0,0,0,0
"1691808","ULTF000001","UN274R","1:::141123:ACCT:0:LINE_TAX","1:::141123:MRC:Line_Tax:0","9731466398-12585645",1,1,19-MAY-2024 07:00:00,01-JAN-1970 00:00:00,16-JUN-2024 07:00:00,01-JAN-1970 00:00:00,19-MAY-2024 10:57:19,0,0,0,0
"1691808","ULTF000001","UN274R","1:::141123:ACCT:0:LINE_TAX","1:::151016:MRC:LINE_TAX:0","9731466398-12585645",1,1,19-MAY-2024 07:00:00,01-JAN-1970 00:00:00,16-JUN-2024 07:00:00,01-JAN-1970 00:00:00,19-MAY-2024 10:57:19,0,0,0,0
"1691808","ULTF000001","UN274R","1:::141123:ACCT:0:LINE_TAX","1:::151016:MRC:LINE_TAX:1","9731466398-12585645",1,1,19-MAY-2024 07:00:00,01-JAN-1970 00:00:00,16-JUN-2024 07:00:00,01-JAN-1970 00:00:00,19-MAY-2024 10:57:19,0,0,0,0
"1697658","VUSG000001","UN270R","1:::040120:ACCT:1:Add_On_Nbr","1:::040120:MRC:Add_On_Nbr:1","9981279169-6119476",1,1,11-JAN-2022 08:00:00,01-JAN-1970 00:00:00,11-JAN-2022 08:00:00,01-JAN-1970 00:00:00,11-JAN-2022 11:09:43,0,0,0,0
"1697658","VCBX000001","UN247R","1:::201224:ACCT:0:VOICE_MAIL","1:::201224:MRC:VOICE_MAIL:0","9981279169-6119477",1,1,11-JAN-2022 08:00:00,01-JAN-1970 00:00:00,11-JAN-2022 08:00:00,01-JAN-1970 00:00:00,11-JAN-2022 11:09:44,0,0,0,0
"1703979","CCPACK0000","CC010R","1:::101119:ACCT:0:CC_APP","1:::101119:MRC:CC_APP:0","10300664432-4976113",3,1,12-MAR-2021 08:00:00,24-MAR-2021 19:35:23,24-MAR-2021 19:35:23,24-MAR-2021 19:35:23,12-MAR-2021 11:18:46,0,0,0,0
"1703979","CCPACK0000","CC010R","1:::101119:ACCT:0:CC_APP","1:::101119:MRC:CONTACTCENTER_FLD:0:1","10300664432-4976113",3,1,12-MAR-2021 08:00:00,24-MAR-2021 19:35:24,24-MAR-2021 19:35:24,24-MAR-2021 19:35:24,12-MAR-2021 11:18:46,0,0,0,0
"1703979","CCPACK0000","CC010R","1:::101119:ACCT:0:CC_APP","1:::101119:MRC:CC_WEBCHAT_FLD:0:1","10300664432-4976113",3,1,12-MAR-2021 08:00:00,24-MAR-2021 19:35:22,24-MAR-2021 19:35:22,24-MAR-2021 19:35:22,12-MAR-2021 11:18:46,0,0,0,0
"1703979","CCPACK0000","CC010R","1:::101119:ACCT:0:CC_APP","1:::101119:MRC:CC_EMAIL_FLD:0:1","10300664432-4976113",3,1,12-MAR-2021 08:00:00,24-MAR-2021 19:35:24,24-MAR-2021 19:35:24,24-MAR-2021 19:35:24,12-MAR-2021 11:18:46,0,0,0,0
